时光代理人,7.4,(588人评分)
舒克和贝塔,7.4,(1116人评分)
家庭教师HITMAN REBORN!,7.4,(2246人评分)
玉响,7.4,(1200人评分)
监狱学园,7.4,(4091人评分)
咕噜咕噜魔法阵 心跳传说,7.4,(171人评分)
摇曳百合 夏日时光！+,7.4,(1174人评分)
高桥留美子剧场,7.6,(54人评分)
终极蜘蛛侠 第一季,7.5,(127人评分)
黄金神威,7.4,(1728人评分)
女子落 OAD,7.4,(718人评分)
正义联盟：闪点悖论,7.4,(147人评分)
剧场编集版 隐瞒之事 -秘密是什么-,7.4,(251人评分)
樱花庄的宠物女孩,7.4,(7565人评分)
奇诺之旅,7.4,(1504人评分)
Code Geass 复活的鲁路修,7.4,(1655人评分)
亲吻那片花瓣 「恋人的羁绊」,7.4,(1305人评分)
大~集合！小魔女DoReMi 青蛙石的秘密,7.5,(102人评分)
再见绝望先生 Blu-ray BOX化纪念话,7.4,(270人评分)
咕噜咕噜魔法阵,7.4,(244人评分)
魔力女管家～更美丽的事物～,7.4,(502人评分)
美少女战士,7.4,(1256人评分)
内衣办公室,7.4,(637人评分)
拳愿阿修罗,7.4,(656人评分)
灵笼 下半季,7.4,(482人评分)
兰戈,7.4,(252人评分)
BLAME!,7.4,(1264人评分)
剧场版∀高达II 月光蝶,7.4,(191人评分)
德克斯特的实验室 第一季,7.5,(57人评分)
美少女战士S,7.4,(286人评分)
黑猫警长,7.4,(1268人评分)
变形金刚 领袖之证,7.5,(101人评分)
出包王女Darkness,7.4,(2626人评分)
棒球大联盟 第四季,7.4,(138人评分)
高智能方程式,7.4,(678人评分)
大雄与云之王国,7.4,(268人评分)
怪医黑杰克,7.4,(267人评分)
最终兵器彼女,7.4,(1392人评分)
哆啦A梦：大雄的恐龙 2006,7.4,(593人评分)
迷你偶像 2期,7.4,(358人评分)
快要坏掉的八音盒,7.4,(1997人评分)
BanG Dream! 第二季,7.4,(1014人评分)
无头骑士异闻录×2 承,7.4,(3343人评分)
三个火枪手,7.5,(70人评分)
新我们这一家,7.5,(79人评分)
死亡代理人,7.4,(795人评分)
鬼妈妈,7.4,(237人评分)
魍魉之匣,7.4,(1266人评分)
第二届东方M-1漫才大赛,7.5,(101人评分)
空之色，水之色,7.4,(1196人评分)
JOJO的奇妙冒险,7.4,(681人评分)
银河英雄传说 Die Neue These 星乱 第2章,7.4,(468人评分)
Front Innocent,7.4,(879人评分)
银河英雄传说外传 夺还者,7.5,(85人评分)
Yes! 光之美少女5 镜之国的奇迹大冒险!,7.4,(130人评分)
破晓之翼,7.4,(359人评分)
齐木楠雄的灾难 完结篇,7.3,(2277人评分)
魔法少女奈叶StrikerS,7.4,(1634人评分)
剧场版 高达G之复国运动 II 贝尔利出击,7.5,(89人评分)
钢之炼金术师 四格剧场,7.4,(400人评分)
奇幻旅程,7.4,(106人评分)
诱惑COUNT DOWN,7.4,(151人评分)
天元突破グレンラガン キラメキ☆ヨーコbox ～pieces of sweet stars～,7.4,(259人评分)
姉と妹の性事情,7.4,(228人评分)
飙速宅男 GRANDE ROAD,7.4,(580人评分)
英国恋物语艾玛,7.4,(225人评分)
安倍桥魔法☆商店街,7.4,(506人评分)
机动战士高达SEED,7.3,(2972人评分)
河童之夏,7.4,(660人评分)
剧场版 希德尼娅的骑士,7.4,(558人评分)
飞哥与小佛 第一季,7.5,(75人评分)
GREAT PRETENDER,7.4,(2139人评分)
Fate/stay night [Unlimited Blade Works] 第二季,7.4,(7564人评分)
请吃红小豆吧！外传 莫相忘,7.5,(68人评分)
装甲骑兵 佩鲁森档案,7.4,(125人评分)
恶魔阿萨谢尔在召唤你 路西法篇,7.4,(776人评分)
旋风管家 第二季,7.3,(2359人评分)
龙与虎OVA 便当的精髓,7.4,(2286人评分)
请问您今天要来点兔子吗？,7.3,(4646人评分)
我的青春恋爱物语果然有问题 续 OVA,7.3,(2353人评分)
剧场版 精灵宝可梦：梦幻的精灵宝可梦  洛奇亚爆诞,7.4,(595人评分)
大雄的魔界大冒险,7.4,(289人评分)
幻灵镇魂曲,7.4,(1965人评分)
真魔神 冲击！Z篇,7.4,(182人评分)
游戏王,7.4,(1012人评分)
只有神知道的世界 女神篇,7.3,(3001人评分)
棒球大联盟 第三季,7.4,(150人评分)
地狱少女 二笼,7.4,(1890人评分)
第十二届东方M-1漫才大赛,7.5,(61人评分)
亚人,7.4,(3495人评分)
偶像活动Friends,7.5,(102人评分)
剧场版 快要坏掉的八音盒,7.4,(1596人评分)
舞-HiME,7.4,(1512人评分)
蝙蝠侠 (1992),7.4,(112人评分)
闪电十一人GO,7.4,(223人评分)
黑衣警探 第一季,7.5,(97人评分)
火鸟,7.4,(208人评分)
幻想嘉年华 Special Season,7.3,(1418人评分)
海贼王 强者世界 前传,7.4,(586人评分)
银河天使Z,7.4,(114人评分)
冰菓 应该持有之物,7.3,(1934人评分)
第十届东方M-1漫才大赛,7.5,(62人评分)
暴力宇宙海贼,7.4,(1222人评分)
夏之岚～春夏冬中～,7.4,(550人评分)
路西法 反叛的堕天使,7.5,(53人评分)
南家三姐妹 饭后甜点,7.4,(1059人评分)
校园迷糊大王 三学期,7.4,(959人评分)
爷爷的煤油灯,7.4,(393人评分)
圣斗士星矢 THE LOST CANVAS 冥王神话,7.4,(622人评分)
英国恋物语艾玛 第二幕,7.4,(147人评分)
意外的幸运签,7.3,(1298人评分)
电影 中二病也要谈恋爱！ -Take On Me-,7.3,(2419人评分)
Fresh 光之美少女！,7.4,(227人评分)
第九届东方M-1漫才大赛,7.5,(82人评分)
鲁邦三世VS复制人,7.4,(107人评分)
奇诺之旅 疾病之国 -为了你-,7.4,(874人评分)
大铁人 地球静止之日,7.4,(92人评分)
数码宝贝无限地带,7.3,(958人评分)
新机动战记高达W 无尽的华尔兹,7.4,(384人评分)
雇工人生,7.4,(242人评分)
小林家的龙女仆,7.3,(8218人评分)
和殿下一起～眼罩之野心～,7.4,(387人评分)
通灵王,7.3,(1172人评分)
机动警察 十三号废弃物,7.4,(406人评分)
灌篮高手 湘北最大的危机！燃烧吧樱木花道,7.4,(263人评分)
科学小飞侠Crowds insight,7.3,(717人评分)
伊里野的天空、UFO的夏天,7.3,(1134人评分)
花与爱丽丝杀人事件,7.3,(946人评分)
汽船威利号,7.4,(111人评分)
银河英雄传说 Die Neue These 邂逅,7.3,(1210人评分)
光之美少女,7.4,(338人评分)
神是中学生,7.3,(703人评分)
大魔法峠,7.3,(619人评分)
王者天下 第三季,7.5,(74人评分)
钢铁巨人,7.5,(54人评分)
TARI TARI,7.3,(4124人评分)
攻壳机动队 塔奇克马的日常,7.3,(654人评分)
擅长捉弄的高木同学,7.3,(3444人评分)
游戏王 The Dark Side of Dimensions,7.4,(611人评分)
钢铁神兵B'T-X,7.4,(527人评分)
笨蛋，测验，召唤兽,7.3,(6648人评分)
名侦探柯南 迷宫的十字路口,7.3,(2539人评分)
剧场版 温泉屋的小老板娘,7.3,(548人评分)
火球 魅力之章,7.4,(449人评分)
橙路,7.4,(226人评分)
战勇。第2期,7.3,(1238人评分)
头文字D Third Stage,7.3,(602人评分)
我是大哥大,7.4,(84人评分)
樱桃小丸子,7.4,(537人评分)
犬夜叉 穿越时空的思念,7.3,(741人评分)
紫罗兰永恒花园 外传 - 永远与自动手记人偶 -,7.3,(3162人评分)
下一站巨星,7.3,(819人评分)
摸索吧！部活剧,7.3,(820人评分)
伊克西翁传说DT,7.3,(1621人评分)
圣哥传 OAD,7.3,(533人评分)
黄金拼图,7.3,(2509人评分)
哈哈镜花缘,7.4,(115人评分)
金田一少年之事件簿 歌剧院杀人事件,7.4,(90人评分)
宝石宠物 Sunshine,7.4,(79人评分)
钓球,7.3,(1669人评分)
战栗杀机,7.3,(1060人评分)
机魂末世录,7.4,(176人评分)
夜思,7.4,(132人评分)
HELLO 黄金拼图,7.3,(1680人评分)
碧蓝之海,7.3,(3454人评分)
海贼王 FILM Z,7.3,(691人评分)
交响情人梦 OAD,7.3,(393人评分)
云之彼端，约定的地方,7.3,(3342人评分)
幻想嘉年华 EX Season,7.3,(1159人评分)
gdgd妖精s 第2季,7.4,(154人评分)
战姬绝唱SYMPHOGEAR XV,7.3,(526人评分)
机动战士高达0083 星尘的回忆,7.3,(1215人评分)
丁丁历险记第二季,7.5,(57人评分)
玩具总动员4,7.3,(253人评分)
死或生VS最终幻想,7.4,(153人评分)
终极蜘蛛侠 第二季,7.5,(59人评分)
濑户的花嫁 OVA,7.3,(934人评分)
学生会的一己之见,7.3,(4303人评分)
邋遢大王奇遇记,7.3,(777人评分)
大雄的天方夜谭,7.4,(224人评分)
麦兜菠萝油王子,7.4,(103人评分)
偶像大师 灰姑娘女孩 第2期,7.3,(1337人评分)
海绵宝宝 第三季,7.4,(108人评分)
sola,7.3,(2780人评分)
2112年哆啦A梦的诞生,7.4,(118人评分)
Re：从零开始的异世界生活,7.3,(9060人评分)
幻想万华镜 泡沫、哀伤的桃源,7.3,(360人评分)
街角魔族,7.3,(3079人评分)
第二届东方M-1漫才大赛 重制版,7.5,(53人评分)
邻座的怪同学,7.3,(5134人评分)
女神异闻录4,7.3,(2172人评分)
邪神与厨二病少女’,7.3,(1591人评分)
我的女神,7.3,(753人评分)
灰色的乐园,7.3,(2052人评分)
イジラレ～復讐催眠～,7.3,(341人评分)
我们这一家,7.4,(125人评分)
未来日记,7.3,(8257人评分)
天地无用! 魉皇鬼,7.4,(122人评分)
在这世界的角落,7.3,(1254人评分)
只有神知道的世界II,7.3,(3989人评分)
中二病也要谈恋爱！,7.3,(10557人评分)
美少女战士SuperS,7.3,(212人评分)
十二生肖守护神,7.3,(457人评分)
AIURA,7.3,(1356人评分)
秦时明月之诸子百家,7.3,(865人评分)
我的女神 缤纷之翼,7.3,(380人评分)
银河英雄传说外传 朝之梦，夜之歌,7.4,(87人评分)
摇曳百合、,7.3,(616人评分)
鲁邦三世 意大利游戏,7.3,(178人评分)
BLOOD 最后的吸血鬼,7.3,(800人评分)
那一天的她们,7.3,(355人评分)
小羊肖恩,7.3,(138人评分)
银魂. 走光篇,7.3,(657人评分)
夜勤病栋,7.3,(1107人评分)
鬼灯的冷彻,7.3,(2422人评分)
超兽武装之仁者无敌,7.3,(214人评分)
侦探歌剧 少女福尔摩斯 ～逆袭的少女福尔摩斯～,7.3,(188人评分)
海贼王 绽放在寒冬的奇迹樱花,7.3,(605人评分)
吸血姬美夕,7.3,(238人评分)
天元突破 Parallel Works,7.3,(166人评分)
铁臂阿童木,7.3,(409人评分)
废弃公主,7.3,(744人评分)
巴哈姆特之怒 GENESIS,7.3,(2264人评分)
强袭魔女 剧场版,7.3,(890人评分)
水果篮子 最终季,7.3,(273人评分)
铁臂阿童木,7.3,(275人评分)
知晓天空之蓝的人啊,7.3,(1859人评分)
蔷薇少女 梦之终结,7.3,(2035人评分)
彼女×彼女×彼女 ～和三姐妹心跳的共同生活～,7.3,(1176人评分)
丁丁历险记第一季,7.3,(160人评分)
JOJO的奇妙冒险 总集篇,7.3,(151人评分)
犬之岛,7.3,(299人评分)
最游记RELOAD 埋葬篇,7.3,(118人评分)
ACCA13区监察课,7.3,(2011人评分)
库拉乌 幻之记忆,7.3,(281人评分)
驱魔少年,7.3,(1557人评分)
对圣母玛利亚保密喔,7.4,(97人评分)
恋爱研究所,7.3,(2765人评分)
短暂和平,7.3,(497人评分)
奇探加杰特,7.4,(59人评分)
Re: 甜心战士,7.3,(201人评分)
天使特警,7.3,(222人评分)
不吉波普不笑,7.3,(2792人评分)
人间失格 剧场版,7.3,(226人评分)
小讨厌,7.4,(53人评分)
恶魔城 第四季,7.4,(73人评分)
逆转监督,7.3,(505人评分)
请问您今天要来点兔子吗？？～Dear My Sister～,7.3,(1279人评分)
蒸汽男孩,7.3,(981人评分)
你所期望的永远,7.3,(1062人评分)
铁马少年,7.3,(163人评分)
爱丽丝梦游仙境,7.3,(122人评分)
纯情罗曼史,7.3,(1176人评分)
王者天下 第二季,7.3,(209人评分)
美食总动员,7.3,(968人评分)
鲁邦三世：沃尔特P38,7.4,(65人评分)
怪兽电力公司,7.3,(824人评分)
超级无敌掌门狗：月球野餐记,7.4,(85人评分)
养家之人,7.3,(158人评分)
银河天使A,7.4,(89人评分)
鲁邦三世 宝物返还大作战,7.4,(61人评分)
宝莲灯,7.3,(1475人评分)
进击的巨人 无悔的选择 OAD,7.3,(1516人评分)
侵略！乌贼娘,7.3,(3601人评分)
银河天使,7.3,(190人评分)
偶像活动Stars 第二年,7.4,(71人评分)
狼雨 OVA,7.3,(185人评分)
地狱少女,7.3,(2997人评分)
Yes! 光之美少女5 GO GO! 糖果王国的快乐生日,7.3,(111人评分)
蔷薇少女,7.3,(2988人评分)
四驱兄弟WGP,7.3,(721人评分)
幻影死神,7.3,(258人评分)
天使之卵,7.3,(562人评分)
大雄的创世日记,7.3,(278人评分)
我的女神 剧场版,7.3,(322人评分)
鬼平,7.3,(497人评分)
哆啦A梦 大雄与风之使者,7.3,(330人评分)
哆啦A梦七小子 怪盗哆啦邦谜样的挑战书,7.4,(79人评分)
魔发奇缘,7.3,(502人评分)
宵星传说～首鸣～,7.3,(480人评分)
大雄的日本诞生,7.3,(289人评分)
GOSICK,7.3,(5472人评分)
鸭子生活,7.3,(308人评分)
乐高蝙蝠侠大电影,7.3,(131人评分)
东京糖衣巧克力,7.3,(754人评分)
爆炸头武士,7.3,(485人评分)
丁丁历险记 第三季,7.4,(53人评分)
战勇。,7.3,(1802人评分)
鬼灭之刃 无限列车篇,7.3,(122人评分)
传颂之物,7.3,(2014人评分)
铁腕巴迪 DECODE 第二季,7.3,(292人评分)
逮捕令 第二季,7.3,(335人评分)
南家三姐妹 欢迎回来,7.3,(2425人评分)
美少女战士R,7.3,(303人评分)
守望先锋：最后的堡垒,7.3,(309人评分)
轻松小熊和小薰,7.3,(92人评分)
Just Because!,7.3,(2692人评分)
苍蓝钢铁的琶音 Cadenza,7.3,(975人评分)
凡人修仙传 特别篇 燕家堡大战,7.3,(163人评分)
FLAG,7.3,(193人评分)
蜡笔小新 呼风唤雨！光荣的烤肉之路,7.3,(175人评分)
蝙蝠侠：红头罩之下,7.4,(77人评分)
天才麻将少女 阿知贺篇,7.3,(2900人评分)
玛娜利亚魔法学院,7.3,(1676人评分)
宇宙星路,7.3,(219人评分)
魔女猎人罗宾,7.3,(270人评分)
笨笨森林日志,7.3,(85人评分)
小马国女孩2：彩虹摇滚,7.4,(64人评分)
火球,7.3,(459人评分)
境界线上的地平线,7.3,(3296人评分)
ID-0,7.3,(1151人评分)
食戟之灵,7.3,(4649人评分)
酷爱电影的庞波小姐,7.3,(269人评分)
棒球大联盟 剧场版 友情的一球,7.4,(58人评分)
怪老头儿,7.3,(73人评分)
剧场版 超时空要塞F 恋离飞翼,7.3,(1147人评分)
鬼灯的冷彻 OAD,7.3,(404人评分)
网球优等生 第二季,7.3,(158人评分)
OVAウチの弟マジでデカイんだけど見にこない？,7.3,(291人评分)
新机动战记高达W,7.3,(1049人评分)
这个美术社大有问题！,7.3,(4127人评分)
绝爱,7.3,(233人评分)
寒蝉鸣泣之时 礼,7.3,(2692人评分)
吸血姬美夕 OVA,7.3,(198人评分)
伍六七之玄武国篇 下篇,7.3,(488人评分)
军火女王,7.3,(3203人评分)
四月是你的谎言 OAD,7.3,(1138人评分)
东之伊甸 剧场版I The King of Eden,7.3,(1859人评分)
剧场版 精灵宝可梦超世代：梦幻与波导的勇者 路卡利欧,7.3,(547人评分)
夏之岚,7.3,(782人评分)
伍六七之玄武国篇,7.3,(644人评分)
银河英雄传说外传 白银之谷,7.3,(99人评分)
虹猫蓝兔七侠传,7.3,(875人评分)
UN-GO episode: 0 因果论,7.3,(945人评分)
代号17,7.3,(88人评分)
超级肥皂,7.4,(53人评分)
艳母,7.3,(560人评分)
Hybrid Child,7.3,(498人评分)
穷神,7.3,(3071人评分)
笨蛋，测验，召唤兽 ～祭～,7.3,(2162人评分)
茄子 带着旅行箱的候鸟,7.3,(219人评分)
水果篮子 第二季,7.3,(402人评分)
神偷卡门,7.3,(96人评分)
玛利亚狂热,7.3,(2650人评分)
昨日之歌,7.3,(2645人评分)
幼女战记,7.3,(2710人评分)
枪心剑刃,7.3,(428人评分)
王牌鉴定人,7.4,(52人评分)
马达加斯加企鹅 第一季,7.3,(84人评分)
红领巾侠,7.3,(532人评分)
Love Live! Superstar!!,7.2,(1110人评分)
强袭魔女2,7.3,(1471人评分)
怪医黑杰克21,7.3,(89人评分)
怪盗Joker3,7.3,(58人评分)
星舰驾驶员,7.3,(205人评分)
夜樱四重奏 花之歌,7.3,(938人评分)
黑兽 ～高傲的圣女被白浊玷污～,7.3,(1043人评分)
Swing Out Sisters 完全版,7.3,(508人评分)
今天的五年二班 OVA,7.3,(736人评分)
神推偶像登上武道馆我就死而无憾,7.3,(1590人评分)
校园乌托邦 学美向前冲！,7.3,(521人评分)
美少女战士R剧场版 花朵的约定,7.3,(95人评分)
幻想万华镜 月于丛云花于风,7.3,(342人评分)
苍之流星SPT雷兹纳,7.3,(78人评分)
鲁邦三世 绿VS红,7.3,(88人评分)
装甲骑兵 最后的红肩队,7.3,(112人评分)
钻石王牌 act2,7.3,(251人评分)
非人哉,7.3,(378人评分)
天堂餐馆,7.3,(442人评分)
Smile 光之美少女！绘本里的世界都不协调！,7.3,(159人评分)
暗杀教室,7.3,(4706人评分)
街角的童话,7.3,(129人评分)
兽之奏者艾琳,7.3,(186人评分)
出包王女Darkness 2nd,7.2,(1469人评分)
蔷薇少女 序曲,7.2,(1153人评分)
守望先锋：双龙,7.3,(228人评分)
圣哥传,7.3,(714人评分)
GA 艺术科美术设计班 OVA,7.3,(240人评分)
结城友奈是勇者 -鹫尾须美之章- 第3章 约定,7.3,(620人评分)
境界线上的地平线 Blu-ray BOX 特典动画,7.3,(134人评分)
图书馆战争 革命之翼,7.2,(575人评分)
白色相簿,7.2,(2091人评分)
紫罗兰永恒花园,7.2,(7595人评分)
京骚戏画,7.2,(986人评分)
人生Best Ten,7.3,(445人评分)
我叫MT 第一季,7.3,(571人评分)
白色相簿 下半编章,7.2,(1426人评分)
白色相簿2,7.2,(4133人评分)
某个旅人的日记,7.3,(218人评分)
打工吧！魔王大人,7.2,(6580人评分)
银魂剧场版 白夜叉降诞 预告,7.3,(153人评分)
变相怪杰,7.3,(73人评分)
正义联盟：神明与怪物,7.3,(59人评分)
荒野的寿飞行队,7.2,(1112人评分)
Fate/Zero Remix,7.3,(746人评分)
剧场版 心理测量者,7.2,(2056人评分)
只有神知道的世界,7.2,(5116人评分)
无敌超人赞波特3,7.3,(69人评分)
糖果男孩,7.2,(409人评分)
到另一个你的身边去,7.3,(334人评分)
小小雪精灵,7.3,(139人评分)
灼眼的夏娜,7.2,(5418人评分)
超级无敌掌门狗之世纪大骗兔,7.3,(114人评分)
大坏狐狸的故事,7.3,(59人评分)
万国志,7.3,(120人评分)
银河英雄传说外传 污名,7.3,(88人评分)
头文字D Fifth Stage,7.2,(588人评分)
职场小烈,7.3,(74人评分)
牵牛花与加濑同学。,7.2,(1251人评分)
七大罪,7.2,(3108人评分)
三眼神童,7.2,(340人评分)
浪客剑心 星霜篇,7.2,(619人评分)
住宅区友夫,7.3,(56人评分)
军火女王 PERFECT ORDER,7.2,(2201人评分)
舞动青春,7.2,(1308人评分)
超能陆战队,7.2,(1613人评分)
南方公园 第22季,7.3,(69人评分)
光速蒙面侠21,7.3,(242人评分)
加菲猫,7.3,(57人评分)
元气少女缘结神 过去篇,7.2,(381人评分)
星界的断章 诞生,7.3,(133人评分)
银河英雄传说外传 决斗者,7.3,(91人评分)
竹刀少女,7.2,(1074人评分)
足球小将,7.2,(829人评分)
GA 艺术科美术设计班,7.2,(690人评分)
宇宙战舰大和号2199 星巡的方舟,7.2,(169人评分)
机甲猎兵迈罗林克,7.3,(57人评分)
天方魔谭MAGI 第二季,7.2,(1265人评分)
龙与魔女,7.2,(1913人评分)
动画制作进行 黑美,7.2,(269人评分)
怪盗Joker2,7.3,(89人评分)
哆啦A梦 大雄的恐龙,7.2,(405人评分)
宝可梦世代,7.2,(273人评分)
至爱梵高·星空之谜,7.2,(254人评分)
现视研 二代目 OAD,7.2,(444人评分)
我要上太空,7.3,(82人评分)
路人女主的养成方法,7.2,(7661人评分)
寒蝉鸣泣之时 业,7.2,(1537人评分)
鬼牌游戏,7.2,(1905人评分)
名侦探柯南 瞳孔中的暗杀者,7.2,(2255人评分)
路人女主的养成方法 ♭,7.2,(4984人评分)
守护者联盟,7.2,(227人评分)
新撰组异闻录-铁,7.2,(625人评分)
外星也难民 第一季,7.3,(67人评分)
卑鄙的我,7.2,(1220人评分)
超时空要塞7 银河在呼唤我,7.2,(226人评分)
花丸幼稚园,7.2,(1900人评分)
信长的忍者,7.2,(629人评分)
无头骑士异闻录×2 转,7.2,(2546人评分)
名侦探柯南 世纪末的魔术师,7.2,(2385人评分)
回忆中的玛妮,7.2,(531人评分)
犬夜叉 天下霸道之剑,7.2,(678人评分)
咱们裸熊 第三季,7.3,(67人评分)
无责任舰长,7.3,(102人评分)
房间露营△,7.2,(1587人评分)
大雄与白金迷宫,7.2,(257人评分)
月神,7.2,(141人评分)
冰上的尤里,7.2,(1843人评分)
工作细胞BLACK,7.2,(1873人评分)
鲁邦三世：炎之记忆 东京危机,7.3,(53人评分)
未来都市NO.6,7.2,(3661人评分)
偶像大师 闪耀祭典,7.2,(788人评分)
时间飞船,7.3,(60人评分)
Yes! 光之美少女5 GoGo!,7.2,(170人评分)
剧场版 鬼灭之刃 无限列车篇,7.2,(1917人评分)
玉响～more aggressive～ OVA,7.2,(285人评分)
魔法使的新娘 等待繁星之人,7.2,(738人评分)
分身战士,7.2,(252人评分)
战区88,7.3,(54人评分)
迷糊女战士,7.2,(133人评分)
滑头鬼之孙～千年魔京～,7.2,(2518人评分)
恋风,7.2,(298人评分)
剧场版∀高达I 地球光,7.2,(194人评分)
鸭子侦探,7.2,(547人评分)
魔法少女小圆 新作概念视频,7.2,(366人评分)
CLAMP仙境,7.2,(84人评分)
翼神传说 多元变奏曲,7.2,(331人评分)
青之驱魔师,7.2,(5250人评分)
BLOOD+,7.2,(947人评分)
体操武士,7.2,(687人评分)
NOIR,7.2,(683人评分)
剧场版 妄想学生会2,7.2,(417人评分)
骷髅13,7.2,(142人评分)
剧场版 超时空要塞F 虚空歌姬,7.2,(1292人评分)
幼女战记 剧场版,7.2,(1014人评分)
0号宿舍,7.2,(84人评分)
妖怪手表,7.2,(162人评分)
北斗神拳2,7.2,(65人评分)
我的女神 战斗之翼,7.2,(227人评分)
和殿下一起 1分钟剧场,7.2,(331人评分)
迷你偶像,7.2,(560人评分)
雨之城,7.2,(515人评分)
剧场版 银河机攻队Majestic Prince 觉醒的基因,7.2,(131人评分)
魔法使的新娘,7.2,(1838人评分)
阿拉蕾,7.2,(194人评分)
安达与岛村,7.2,(1863人评分)
天降之物f,7.2,(3387人评分)
秀逗魔导士EXCELLENT,7.2,(139人评分)
返乡战士,7.2,(290人评分)
名侦探柯南 引爆摩天楼,7.2,(2422人评分)
鲁邦三世：见鬼去吧！诺查丹玛斯,7.3,(80人评分)
日本第一男人之魂,7.3,(54人评分)
结城友奈是勇者 -鹫尾须美之章-/-勇者之章-,7.2,(1196人评分)
逮捕令 Special,7.2,(88人评分)
星之梦～雪圏球～,7.2,(385人评分)
记录的地平线 第二季,7.2,(2528人评分)
世界第一初恋 情人节篇,7.2,(243人评分)
精灵宝可梦XY&Z,7.2,(421人评分)
夜樱四重奏 月之泣,7.2,(276人评分)
青春笨蛋少年不做怀梦美少女的梦,7.2,(3259人评分)
迷你龙小剧场,7.2,(465人评分)
非人哉 第二季,7.2,(96人评分)
兰斯01 寻找小光,7.2,(652人评分)
魔法少女奈叶 Reflection,7.2,(483人评分)
Code Geass 反叛的鲁路修R2 零之镇魂曲,7.2,(371人评分)
小小雪精灵 夏季特别篇,7.2,(53人评分)
非人哉 第三季,7.2,(91人评分)
新石纪,7.2,(2555人评分)
进击的巨人 LOST GIRLS OAD,7.2,(706人评分)
柯赛特的肖像,7.2,(806人评分)
银魂 JUMP动画巡回展 2014,7.2,(170人评分)
超魔神英雄传,7.2,(636人评分)
火影忍者 剧场版 博人传,7.2,(1271人评分)
间之楔,7.2,(373人评分)
橙路 OVA,7.2,(71人评分)
怪物家族,7.2,(94人评分)
声之形,7.2,(5647人评分)
电波系彼女,7.2,(937人评分)
棒球英豪 没有背号的王牌投手,7.2,(69人评分)
IDOLiSH7 Vibrato,7.3,(51人评分)
宣告黎明的露之歌,7.2,(1166人评分)
91天,7.2,(1198人评分)
.hack//量子,7.2,(368人评分)
虎面人W,7.2,(82人评分)
崖上的波妞,7.2,(2149人评分)
银河天使X,7.2,(88人评分)
幽游白书 完全新作动画,7.2,(78人评分)
三毛流浪记,7.2,(147人评分)
烤焦面包,7.2,(94人评分)
野良神 ARAGOTO,7.2,(3856人评分)
花仙子,7.2,(278人评分)
海贼王 梅利特别篇 另一位伙伴的故事,7.2,(143人评分)
无头骑士异闻录×2 结,7.2,(2178人评分)
H2 好逑双物语,7.2,(114人评分)
奇幻贵公子,7.2,(832人评分)
秀逗魔导士SPECIAL,7.2,(135人评分)
猫眼女枪手,7.2,(169人评分)
Fate/kaleid liner 魔法少女☆伊莉雅 2wei Herz!,7.2,(2144人评分)
百合星人奈绪子 OVA,7.2,(465人评分)
眷思量,7.2,(51人评分)
天地无用!,7.2,(333人评分)
超时空要塞 Flash Back 2012,7.2,(222人评分)
少年科学俱乐部,7.2,(109人评分)
海豚便利店,7.2,(161人评分)
剧场版精灵宝可梦超世代：七夜的许愿星 基拉祈,7.2,(486人评分)
鲁邦三世 1美元的战争,7.2,(67人评分)
我的妹妹哪有这么可爱！,7.2,(9040人评分)
女神异闻录3 剧场版 第四章 重生之冬,7.2,(287人评分)
精灵世纪,7.2,(177人评分)
Love Live! 学园偶像 电影,7.2,(1610人评分)
魔动王,7.2,(830人评分)
乐高大电影,7.2,(173人评分)
某科学的超电磁炮 OVA,7.2,(3180人评分)
超扯童话血多,7.2,(97人评分)
库特wafter,7.2,(388人评分)
死亡台球,7.2,(1182人评分)
炎之蜃气楼～水际的反逆者～,7.2,(76人评分)
四驱兄弟,7.2,(1678人评分)
机械女警,7.2,(212人评分)
我的青春恋爱物语果然有问题 OVA,7.2,(2689人评分)
轻声密语,7.2,(657人评分)
Code Geass 反叛的鲁路修 暗黑的背叛,7.2,(341人评分)
聪明的一休,7.2,(885人评分)
侵略！？乌贼娘,7.2,(2723人评分)
刀剑神域,7.2,(10702人评分)
我家也有外星人,7.2,(228人评分)
剑网3·侠肝义胆沈剑心,7.2,(235人评分)
天使的小生意气,7.2,(121人评分)
天地无用! 魉皇鬼 第3期,7.2,(71人评分)
呼吸过度,7.2,(72人评分)
Da!Da!Da!,7.2,(99人评分)
一周的朋友。,7.2,(3382人评分)
漂流武士,7.2,(940人评分)
秦时明月之夜尽天明,7.2,(840人评分)
恋系纪念日,7.2,(629人评分)
食戟之灵 贰之皿,7.2,(3228人评分)
数码宝贝X进化,7.2,(381人评分)
天地无用! 魉皇鬼 第2期,7.2,(83人评分)
魔力女管家特别篇 我回来了◆欢迎回来,7.2,(370人评分)
齐木楠雄的灾难 再始动篇,7.2,(1660人评分)
至net奇兵 第一季,7.2,(65人评分)
UN-GO,7.2,(2452人评分)
骑乘挑战,7.2,(183人评分)
秀逗魔导士PREMIUM,7.2,(104人评分)
饮湖上初晴后雨,7.2,(205人评分)
读或死 TV,7.2,(711人评分)
FREEDOM,7.2,(124人评分)
光之美少女全明星DX2 希望之光☆守护彩虹宝石!,7.2,(164人评分)
为美好的世界献上祝福！ OAD,7.2,(1977人评分)
豹头王传说,7.2,(302人评分)
电影少女,7.2,(232人评分)
